fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,April,27,RAJASTHAN,2732,JHALAWAR,975647,1623.00399027408,10,11,431.66377,147,4,25028,83077,20945,122775,7984,86536,61.81039,1841.817185,7817,9169,307145,568647,0,354461,646730,25175,1348.343025,54517,46,22.29,50.5,100,NA
2024-2025,April,27,RAJASTHAN,2702,HANUMANGARH,188140,3264.70446750903,10,9,73.70487,294,6,9671,22160,7540,172972,57,1315,57.1731,854.33648,2045,2331,206788,432676,0,286541,593492,9965,723.45851,15463,32,39.69,3.43,100,NA
2024-2025,April,27,RAJASTHAN,2706,ALWAR,346741,722.909007912355,8,21,110.33898,103,83,9491,26288,10287,103423,3080,56208,33.25547,333.63277,2938,3141,193256,358811,0,321834,582982,9594,190.03832,18314,32,8.21,75.22,100,NA
2024-2025,April,27,RAJASTHAN,2708,DHOLPUR,294183,743.171619474815,14,8,61.99498,87,18,5898,21402,8409,82558,3114,22457,19.48471,240.53328,1454,1909,116096,236109,0,206960,412493,5985,159.05359,12376,44,58.62,27.28,100,NA
2024-2025,April,27,RAJASTHAN,2730,KOTA,652751,361.282007793446,8,20,55.63758,64,3,7234,35671,10699,67277,4143,42764,26.90782,211.418305,4054,4357,118929,241398,0,164342,325359,7298,128.872905,29243,41,16.27,28.04,100,NA
2024-2025,April,27,RAJASTHAN,2732,JHALAWAR,975647,1218.31252880106,11,38,431.66377,150,4,25026,110673,27715,122791,10398,86536,61.81039,1841.817185,9672,11574,307164,568688,0,354480,646765,25176,1348.343025,70161,46,26.59,45.99,100,NA
2024-2025,July,27,RAJASTHAN,2702,HANUMANGARH,2635651,213.215054407656,24,280,813.596666825,1948,0,9724,3144778,1441426,174036,9707,1313,186.79203,7705.528820525,130137,140512,209334,436830,4,288473,596081,11672,6705.1401237,2095051,29,50.22,8.93,99.85,NA
2024-2025,July,27,RAJASTHAN,2706,ALWAR,2010151,231.893959241203,21,291,656.7385636,1102,14,9184,1275651,452643,104887,190181,56576,86.72936,3701.6255336,60392,67121,195923,362716,3,322421,583040,10286,2958.15761,982301,33,8.03,61.34,100.07,NA
2024-2025,July,27,RAJASTHAN,2707,BHARATPUR,1972278,210.366639737581,23,467,511.012594822,414,0,6951,1501722,423597,106679,20972,8181,77.4666,3747.601304422,64441,76359,176887,384817,1,378236,794537,7365,3159.1221096,1027042,41,12.31,47.49,99.88,NA
2024-2025,July,27,RAJASTHAN,2710,SAWAI MADHOPUR,2021073,199.135290461338,23,168,448.589609021,1798,4,8010,1069867,257851,79713,240488,84460,95.78547,2674.857837021,45947,57484,164690,346001,27,265201,557469,9808,2130.482758,731275,71,30.78,50.78,99.93,NA
2024-2025,July,27,RAJASTHAN,2712,JAIPUR,2354441,205.161458936974,24,224,629.632174152,1951,16,8235,1984486,499884,106453,278900,60075,157.47462,4858.507224152,81469,85684,246972,444118,8,448304,803247,10186,4071.40043,1764987,36,24.13,59.59,99.97,NA
2024-2025,July,27,RAJASTHAN,2714,NAGAUR,7928295,226.749731830383,33,932,7801.51966450101,4048,2,23302,10389432,3113325,309422,23200,2509,335.20975,31694.738613201,306829,358341,515320,1108750,16,644026,1376826,27350,23558.0091987,7689212,38,10.25,66.49,99.95,NA
2024-2025,July,27,RAJASTHAN,2720,PALI,5520090,184.385335843337,30,376,1083.48824975,2390,2,9869,4278081,989284,138186,519797,56672,187.53791,9159.18017925,142376,152696,274913,601872,23,401329,864284,12259,7888.1540195,3612796,35,12.76,47.73,99.96,NA
2024-2025,July,27,RAJASTHAN,2724,BHILWARA,8901577,206.762709821695,31,1015,5788.149478011,2584,1,33628,10796548,1943186,149887,1360812,92586,323.02978,28434.414470011,344277,389865,476220,847600,27,530085,934217,36212,22323.235212,8503766,39,28.53,39.34,99.97,NA
2024-2025,July,27,RAJASTHAN,2727,DUNGARPUR,9067467,216.507332472751,46,5161,4721.862578691,2995,0,30450,14771388,392270,20789,10975656,522201,228.11155,36931.112256691,314914,411574,362906,720331,4461,407060,799054,33445,31981.138128,10618000,29,13.34,54.69,99.97,NA
2024-2025,July,27,RAJASTHAN,2707,BHARATPUR,1972278,209.284561604944,23,464,511.012594822,411,1,6908,1468413,417041,106647,20764,8180,77.4666,3661.640904422,63716,75345,176823,384656,1,378194,794414,7319,3073.1617096,1007645,42,11.83,48.04,99.93,NA
2024-2025,July,27,RAJASTHAN,2712,JAIPUR,2354441,205.739248644569,24,222,626.741734152,1736,16,8437,1946429,486433,106389,275353,60067,157.47462,4788.784754152,80531,84690,246910,443995,7,448249,803123,10173,4004.5684,1731349,36,23.99,60.02,99.99,NA
2024-2025,July,27,RAJASTHAN,2713,SIKAR,1782006,241.291499215415,28,107,915.122607819,975,2,9474,1277108,491099,82692,63931,10501,64.55395,4061.229597619,44548,48710,121032,224037,5,297171,533639,10449,3081.5530398,969131,56,33.81,47.63,99.96,NA
2024-2025,July,27,RAJASTHAN,2730,KOTA,3305823,201.784345782256,36,446,234.592978408,812,1,7039,3288156,914485,68749,582449,43942,79.98115,6949.558201308,91241,109546,121885,247541,21,165417,328058,7851,6634.9840729,2320863,40,28.76,28.51,99.98,NA
2024-2025,July,27,RAJASTHAN,2705,JHUNJHUNU,1443259,196.736105967044,27,95,467.04495982,204,4,6168,593996,319648,69949,14846,4685,85.89679,1721.54634982,21599,23084,84156,165036,0,192039,361405,6372,1168.6046,399317,48,25.76,61.76,100,NA
2024-2025,July,27,RAJASTHAN,2715,JODHPUR,6525173,210.667457431699,24,432,1908.691856491,1123,8,24928,4036513,835574,163000,140179,31290,570.34636,10982.657522491,161510,185007,439801,907990,32,588155,1212836,26051,8503.619306,3033263,69,26.22,52.14,99.89,NA
2024-2025,July,27,RAJASTHAN,2720,PALI,5520090,182.101365918028,28,363,1082.95489975,2354,2,9644,3963415,906119,138022,483442,56634,187.53791,8487.92566175,138800,148472,274643,601316,15,401208,864100,11998,7217.432852,3347924,34,11.72,48.32,99.96,NA
2024-2025,July,27,RAJASTHAN,2722,TONK,2763656,215.368843184061,33,338,704.576870335,1260,0,15112,2513909,516635,92082,541672,69566,244.31857,6363.072172335,75329,104140,194234,431079,238,295087,655406,16372,5414.176732,1543215,78,51.39,26.5,99.96,NA
2024-2025,July,27,RAJASTHAN,2724,BHILWARA,8901577,205.311071171964,30,1003,5788.149478011,2349,1,33480,10373003,1866194,149813,1319853,92554,323.02978,27408.102830011,340366,384253,476042,847252,19,529848,933759,35829,21296.923572,8187433,39,28.07,39.84,99.97,NA
2024-2025,July,27,RAJASTHAN,2730,KOTA,3305823,201.648092681575,35,445,234.592978408,724,1,7078,3248650,904641,68738,576039,43935,79.98115,6865.414891308,90692,108745,121832,247460,19,165383,328006,7802,6550.8407629,2292725,39,28.43,28.51,99.98,NA
2024-2025,July,27,RAJASTHAN,2731,BARAN,2765828,205.763020759381,31,359,1046.700801619,1246,5,17399,3296052,732406,81812,900033,115562,141.35065,7970.107612619,105718,145984,178499,403173,175,272298,606126,18645,6782.056161,2024780,71,10.62,61.52,99.97,NA
2024-2025,July,27,RAJASTHAN,2733,PRATAPGARH,7213135,203.399649003615,49,1253,2045.668993673,3188,1,37043,10273895,453006,22700,7962182,339972,75.20381,23017.939172673,205979,308129,251037,454962,13266,283649,507674,40231,20897.066369,5819106,73,42.01,29.04,99.29,NA
2024-2025,July,27,RAJASTHAN,2708,DHOLPUR,1584549,223.297372349141,21,129,628.926691201,556,0,5655,623713,239276,83279,73759,22620,53.29063,2074.952061201,29013,34850,117107,238319,3,207256,413269,6211,1392.73474,394618,44,26.76,48.51,99.93,NA
2024-2025,July,27,RAJASTHAN,2709,KARAULI,2942244,235.668782129362,25,195,2068.259068621,544,9,10779,931002,232772,75076,213692,80858,113.51598,4375.856123621,36293,48875,171662,311782,4,252770,454289,11323,2194.081075,544816,42,28.42,55.24,101.06,NA
2024-2025,July,27,RAJASTHAN,2710,SAWAI MADHOPUR,2021073,191.525458640482,23,164,448.589609021,1723,4,8057,1044282,253600,79701,232853,84400,95.78547,2544.440969021,45249,56428,164635,345870,1,265144,557336,9780,2000.06589,716864,71,30.47,51.23,99.94,NA
2024-2025,July,27,RAJASTHAN,2711,DAUSA,1644609,198.896941755423,22,125,370.188112456,608,8,6655,871961,208210,49450,268221,71184,75.39152,2179.883394756,39063,43497,123173,229509,0,215484,386192,7263,1734.3037623,735308,53,16.04,66.38,99.88,NA
2024-2025,July,27,RAJASTHAN,2716,JAISALMER,2179631,228.769117457288,40,303,3797.911427354,2751,0,19396,3797142,652124,39801,238098,15499,103.53465,12588.134319354,93272,124638,144970,257753,20,164317,290811,22147,8686.688242,2539940,31,21.19,60.25,99.82,NA
2024-2025,July,27,RAJASTHAN,2721,AJMER,9794965,191.033521320034,32,916,2492.15819819,2411,1,16475,9120131,1402606,114274,278843,23441,133.18633,20047.85192649,281652,305283,411445,732249,4,488568,867104,18886,17422.5073983,7460973,20,29.81,49.53,99.98,NA
2024-2025,July,27,RAJASTHAN,2723,BUNDI,3036162,213.656829404879,28,347,478.605952548,1713,1,8876,2767840,557991,75263,747128,97173,69.10517,6461.390309548,97073,114895,165307,378305,7,243125,555463,10589,5913.679187,1900895,45,36.18,18.98,100,NA
2024-2025,May,27,RAJASTHAN,2701,SRI GANGANAGAR,1089252,449.602402987249,11,61,235.10418,506,0,13473,260842,150649,256838,1023,1449,50.69844,1458.55452,22852,25205,257642,488549,0,318587,595284,13979,1172.7519,182900,48,66.91,3.87,100,NA
2024-2025,May,27,RAJASTHAN,2709,KARAULI,834063,587.389049135429,15,13,112.05332,135,38,10995,92011,17837,74030,18765,80156,34.21365,686.729508,5896,7716,169638,308297,0,251965,453255,11130,540.462538,50113,41,34.21,50.86,100,NA
2024-2025,May,27,RAJASTHAN,2714,NAGAUR,2971017,436.475649329214,13,204,806.45553,1842,7,24085,908784,250348,307576,2167,2489,79.4564,4852.532795,66413,76952,510580,1100614,0,640113,1371410,25927,3966.620865,647009,39,8.35,58.01,100,NA
2024-2025,May,27,RAJASTHAN,2717,BARMER,9252176,422.164837237406,19,266,892.8697098,2172,5,104785,1731141,251001,177424,92758,70084,95.69899,8296.8372848,88786,134419,576820,1099623,0,677246,1287025,106957,7308.268585,989631,92,72.89,9.88,100,NA
2024-2025,May,27,RAJASTHAN,2726,UDAIPUR,4140385,265.000434171308,12,210,479.6205576,10433,16,27648,1002139,32018,28496,740446,545220,105.07193,3240.3651886,83193,91588,373176,765753,0,561532,1136834,38081,2655.672701,711532,61,18.68,41.08,100,NA
2024-2025,May,27,RAJASTHAN,2728,BANSWARA,6012231,282.041233632906,14,746,179.06025,1377,15,38643,1232198,42644,29249,1021064,620251,74.37841,3728.7451,83786,113007,379747,759609,0,424514,838648,40020,3475.30644,715304,55,47.56,33.57,100,NA
2024-2025,May,27,RAJASTHAN,2729,CHITTORGARH,1765117,327.512727190524,10,77,70.34726,312,8,7702,265416,54815,66630,63200,67282,46.13186,985.7503,24792,27631,171989,332875,0,283937,532298,8014,869.27118,197141,47,25.62,55.44,100,NA
2024-2025,May,27,RAJASTHAN,2730,KOTA,2056366,263.417675671663,10,105,55.63758,85,1,7214,229021,65272,67434,33595,42830,26.90782,685.827195,21982,23519,119181,241954,0,164407,325594,7299,603.281795,180386,41,21.13,42.34,100,NA
2024-2025,May,27,RAJASTHAN,2708,DHOLPUR,763742,376.693114986818,16,27,61.99498,136,4,5850,98620,36358,82635,14088,22478,19.48471,452.97444,6147,7791,116192,236328,0,207002,412592,5986,371.49475,58257,44,39.35,37.9,99.69,NA
2024-2025,May,27,RAJASTHAN,2712,JAIPUR,1077689,273.138198284009,12,48,99.22788,546,63,9342,268766,65186,105539,39647,59123,64.52278,897.85327,21007,21850,244164,439450,0,447467,802121,9888,734.10261,233809,36,18.22,64.12,99.69,NA
2024-2025,May,27,RAJASTHAN,2713,SIKAR,745117,346.386092820694,15,63,184.99508,361,5,9148,288858,94305,85134,13555,10884,21.03686,1206.59588,19104,20794,119978,229570,0,309963,576597,9509,1000.56394,204254,57,40.24,40.77,99.84,NA
2024-2025,May,27,RAJASTHAN,2714,NAGAUR,2971017,369.889793753722,15,279,807.3805,1952,5,23943,1494330,409975,307525,3173,2485,79.4564,6414.211055,93745,108833,510750,1100517,0,640177,1371086,25895,5527.374155,1060980,39,8.82,59.74,99.76,NA
2024-2025,May,27,RAJASTHAN,2718,JALORE,1446107,277.261628646665,14,176,293.50483,642,4,13441,675960,201835,115262,70744,57980,32.44653,2200.129065,46004,50188,228583,449353,0,329012,643914,14083,1874.177705,552496,60,25.45,49.9,99.76,NA
2024-2025,May,27,RAJASTHAN,2731,BARAN,1633711,288.497523171351,15,88,958.533156619,211,7,14116,396071,90456,80050,116140,112037,44.85872,2146.046901619,25360,32366,173841,392518,0,270732,602537,14327,1142.655025,250107,65,9.05,59.25,99.76,NA
2024-2025,July,27,RAJASTHAN,2714,NAGAUR,7928295,217.915522766337,32,913,7801.51966450101,3901,2,23387,9641516,2897090,309145,21906,2505,335.20975,29147.089408501,298224,346898,514788,1107724,16,643672,1376421,27288,21010.359994,7154965,38,10.24,66.93,99.96,NA
2024-2025,July,27,RAJASTHAN,2721,AJMER,9794965,189.562942172163,31,913,2492.15819819,2390,1,16485,8933777,1376254,114272,272963,23437,133.18633,19560.47505649,279961,303272,411382,732220,3,488554,867157,18875,16935.1305283,7306901,20,29.92,49.71,99.97,NA
2024-2025,July,27,RAJASTHAN,2724,BHILWARA,8901577,205.413353659209,30,1002,5788.149478011,2349,1,33420,10342154,1858083,149806,1316290,92550,323.02978,27355.344630011,340090,383871,476030,847223,19,529806,933669,35769,21244.165372,8163239,38,28.02,39.88,99.97,NA
2024-2025,July,27,RAJASTHAN,2728,BANSWARA,11932206,211.749140059168,34,2571,4454.890325967,3813,3,38745,8793605,325969,29534,7186076,625454,390.34997,23465.623263667,254520,370664,383193,766652,4086,426369,842813,42558,18620.3829677,5289686,53,49.97,28.05,99.98,NA
2024-2025,July,27,RAJASTHAN,2702,HANUMANGARH,2635651,227.993688918279,20,209,813.471006825,1825,0,9417,2257754,1056602,173544,6204,1307,186.79203,6147.799668125,109366,117388,208503,435101,0,287964,595079,11242,5147.5366313,1500180,30,48.12,9.06,99.91,NA
2024-2025,July,27,RAJASTHAN,2704,CHURU,2941802,199.237345614804,31,259,3782.177153082,1264,0,15424,4066614,1385073,158120,40960,4853,78.76037,11963.151313082,129483,157992,260434,518633,7,364699,716041,16688,8102.21379,2626940,58,48.68,38.44,99.88,NA
2024-2025,July,27,RAJASTHAN,2712,JAIPUR,2354441,205.049867432726,23,205,626.173814152,1598,16,8554,1743643,429784,106207,231965,59833,157.47462,4358.986094152,75755,79556,246499,443168,5,448177,802973,10152,3575.33766,1545718,36,23.86,60.41,99.97,NA
2024-2025,July,27,RAJASTHAN,2720,PALI,5520090,186.405482034416,27,358,1082.95489975,2321,2,9640,3776888,862209,137941,471872,56624,187.53791,8310.81909205,135617,144994,274490,601025,15,401187,864105,11961,7040.3262823,3187885,34,11.45,47.86,99.96,NA
2024-2025,July,27,RAJASTHAN,2729,CHITTORGARH,3575262,214.041796991412,34,303,864.432140308,957,0,7871,3298491,685654,68602,752481,68696,110.50579,8035.087340308,96042,115447,176872,342573,19,285205,534901,8828,7060.14941,2532800,44,24.74,56.62,99.97,NA
2024-2025,July,27,RAJASTHAN,2704,CHURU,2941802,198.845823552013,29,249,3782.177153082,1176,0,15354,3766107,1284855,157950,38937,4845,79.85205,11350.775683082,125613,152524,260111,517981,7,364632,715899,16530,7488.74648,2432243,58,48.9,38.25,99.87,NA
2024-2025,July,27,RAJASTHAN,2708,DHOLPUR,1584549,243.220528521032,19,111,628.926691201,438,0,5635,525542,202325,83156,57149,22562,53.29063,1960.443351201,26312,31419,116937,237963,1,207200,413137,6073,1278.22603,334822,44,25.13,49.99,99.93,NA
2024-2025,July,27,RAJASTHAN,2709,KARAULI,2942244,243.888938574865,24,180,2068.259068621,542,10,10730,803938,193470,74923,179580,80678,108.1487,4137.123623621,33359,44797,171343,311200,0,252670,454137,11272,1960.715855,469661,42,28.37,55.33,101.22,NA
2024-2025,July,27,RAJASTHAN,2717,BARMER,15325449,280.815294910333,40,825,11606.3820665761,9147,1,101284,10706712,1577848,178713,612131,70655,472.8547,42145.3216445761,263582,416164,580467,1106701,637,680465,1293197,110431,30066.084878,6076734,91,76.19,9.53,99.98,NA
2024-2025,July,27,RAJASTHAN,2721,AJMER,9794965,191.184423479286,30,888,2500.36373819,1613,1,17151,8360697,1294321,114219,255270,23429,133.18633,18617.90042649,275521,297623,411087,731742,3,488401,866915,18764,15984.3503583,6844072,20,30.27,49.32,99.95,NA
2024-2025,July,27,RAJASTHAN,2726,UDAIPUR,8111996,219.377956575051,32,575,3976.834997908,12536,6,27709,6652351,220366,28881,5004875,552171,219.06675,18789.693435908,206302,242968,378297,776221,665,563640,1140679,40245,14593.791688,4802249,61,21.35,41.86,99.9,NA
2024-2025,July,27,RAJASTHAN,2730,KOTA,3305823,199.385102441315,34,439,234.592978408,641,1,7041,3143019,877941,68703,550811,43883,55.40653,6556.711161308,90049,107554,121753,247265,2,165282,327760,7682,6266.7116529,2223855,40,27.94,28.36,99.97,NA
2024-2025,July,27,RAJASTHAN,2731,BARAN,2765828,207.150540541055,30,347,1046.700801619,889,5,17402,3149252,708030,81761,845399,115352,141.35065,7711.743992619,103888,142992,178294,402695,27,272147,605860,18291,6523.692541,1942531,71,10.48,62.16,99.96,NA
2024-2025,Nov,27,RAJASTHAN,2701,SRI GANGANAGAR,5672619,192.052881722077,40,640,3219.194617153,4663,0,17345,8058317,4705955,261408,22106,1517,345.6966,19041.121233953,197335,231871,263336,498910,1016,322862,603102,22008,15476.2300168,5528043,53,65.57,3.19,99.96,NA
2024-2025,Nov,27,RAJASTHAN,2702,HANUMANGARH,5773886,210.684764017057,45,385,2631.064471756,4621,0,10997,7248490,3332976,176015,24332,1324,611.08404,18513.612563056,158015,177056,212295,443007,1233,290345,599977,15618,15271.4640513,4889881,39,58.22,6.92,99.95,NA
2024-2025,Nov,27,RAJASTHAN,2707,BHARATPUR,2925344,213.580575797947,27,626,1233.956099992,1621,0,7293,2181286,579561,107714,30206,8274,234.06035,6126.819648592,78875,96870,178853,389190,258,378926,796200,8914,4658.8031986,1436071,43,14.27,43.57,99.9,NA
2024-2025,Nov,27,RAJASTHAN,2708,DHOLPUR,2382961,233.527265968885,24,163,2972.866547924,1388,0,5969,850122,328053,83674,98940,22707,73.92257,5032.055781924,34878,42689,117669,239640,22,207641,414166,7357,1985.266664,510592,50,33.12,38.11,99.97,NA
2024-2025,Nov,27,RAJASTHAN,2710,SAWAI MADHOPUR,3209800,203.842996329739,25,192,1302.022844186,4032,2,7764,1317345,319726,80081,294175,84815,511.41908,4498.757444186,52023,66192,165476,347763,57,265833,558787,11796,2685.31552,874874,75,32.26,41.44,99.92,NA
2024-2025,Nov,27,RAJASTHAN,2714,NAGAUR,10618652,230.458235918024,39,1059,21647.702566467,9928,1,22348,13317431,4021249,310628,28637,2528,761.15439,53099.973508667,337190,401000,518050,1113956,1229,646667,1381445,32276,30691.1165522,9740655,40,12.03,60.57,99.89,NA
2024-2025,Nov,27,RAJASTHAN,2715,JODHPUR,8881241,211.72781312958,32,540,6022.63775658999,4460,3,25367,6801162,1382623,163929,238868,31465,1084.56325,21507.15257659,207872,247061,442473,913461,316,590522,1217447,29827,14399.95157,4957969,69,32.16,44.41,99.81,NA
2024-2025,Nov,27,RAJASTHAN,2720,PALI,7903879,184.732771235285,35,416,2963.732505793,4580,2,9770,5484233,1263594,138655,795167,57047,500.49216,13595.400267693,152520,165510,275847,603931,941,402118,865988,14350,10131.1756019,4621395,40,16.49,45.7,99.97,NA
2024-2025,Nov,27,RAJASTHAN,2722,TONK,4251459,217.787996528834,35,393,2187.378526983,2815,0,17355,2926970,607479,92703,614687,70092,457.79332,9019.761168983,83122,115690,195466,434001,891,295864,657065,20170,6374.589322,1779734,82,49.67,23.99,99.96,NA
2024-2025,Nov,27,RAJASTHAN,2708,DHOLPUR,2382961,233.473633108569,24,173,2972.866547924,1454,0,5865,872765,339716,83713,99621,22708,73.92257,5084.465271924,35622,43576,117719,239770,24,207673,414252,7319,2037.676154,525188,50,33.74,36.67,99.96,NA
2024-2025,Nov,27,RAJASTHAN,2712,JAIPUR,3699523,207.713724191411,29,285,2203.465492854,3527,3,8185,2865422,789670,107523,444546,60811,600.77919,8756.119432854,95657,101437,248948,448196,782,449313,805669,11712,5951.87475,2555249,41,23.89,55.79,99.99,NA
2024-2025,Nov,27,RAJASTHAN,2721,AJMER,12881389,198.425938250254,35,946,9557.18597897,5706,0,14850,10244447,1539714,114450,307767,23444,1171.21246,31056.03851727,291222,318142,412190,733520,89,490488,870655,20556,20327.6400783,8367484,23,26.76,45.52,99.99,NA
2024-2025,Nov,27,RAJASTHAN,2723,BUNDI,4335547,214.345458911349,33,399,1272.495991358,2947,1,11348,3575233,730582,75812,953854,97868,193.8861,9129.731672358,106187,130426,166443,380928,683,244186,557618,14295,7663.349581,2376560,57,41.34,17.78,99.96,NA
2024-2025,Nov,27,RAJASTHAN,2724,BHILWARA,12441017,211.424575155716,34,1050,16930.355612532,10983,1,31302,12250665,2217488,150262,1513873,92875,955.28602,43786.558062532,355388,409243,477485,849955,366,532606,938905,42285,25900.91643,9518214,46,26.72,31.6,99.96,NA
2024-2025,Nov,27,RAJASTHAN,2729,CHITTORGARH,5109174,217.769267619908,39,338,2459.535189024,2674,0,9780,4128512,852393,69254,929862,69291,554.54411,12004.709645024,104744,129172,178695,345911,1499,285908,536141,12454,8990.630346,3069396,55,29.57,48.86,99.95,NA
2024-2025,Nov,27,RAJASTHAN,2705,JHUNJHUNU,2612067,193.855522466292,40,150,1140.607184766,1947,2,5446,1282054,682373,70830,33397,4754,486.75693,4112.696594766,31736,34763,85343,167449,411,192529,362446,7393,2485.33248,859282,50,29.22,58.49,99.95,NA
2024-2025,Nov,27,RAJASTHAN,2716,JAISALMER,4313840,238.543940000897,55,370,11999.411385813,6597,0,18434,6150892,1018615,40332,380745,15748,276.31694,26948.308447813,111587,155042,147076,261777,743,166953,295764,25031,14672.580122,3993348,36,22.02,52.01,99.76,NA
2024-2025,Nov,27,RAJASTHAN,2722,TONK,4251459,218.140007176489,35,396,2188.139116983,3041,0,17340,2973599,618445,92747,621550,70108,457.79332,9132.541508983,83961,116988,195561,434228,912,295877,657130,20381,6486.609072,1808596,82,49.83,23.52,99.96,NA
